"typeLabel","placeName","choCount"
"gelatineplaatnegatieven","Brazilië","8"
"broodfiguren","Mexico","8"
"aquarellen","New Mexico","8"
"kabinetfoto's","New Mexico","8"
"beelden","Groenland- Oost","8"
"glasnegatieven","Carupano","8"
"foto's","Les Cayes","8"
"gelatinenegatieven op acetaat","Litani (rivier)","8"
"appliqué (beeldmateriaal)","Paramaribo","8"
"kruisen","Toluca","8"
"beelden","Goiana","8"
"gelatineplaatnegatieven","Kwattahede","8"
"ontwikkelgelatinezilverdrukken","Gansee","8"
"albuminedrukken","San José","8"
"beeldsnijwerken","Noord-Amerika","8"
"klederdrachtpoppen","Noord-Amerika","8"
"beelden","Chinautla","8"
"foto's","Marowijne (district)","8"
"foto's","Marigot","8"
"foto's","Philadelphia","8"
"diapositieven","Intelwakondre","8"
"gelatinenegatieven op nitraat","Para (district)","8"
"ontwikkelgelatinezilverdrukken","Frans-Guyana","8"
"lithografieën (prenten)","Frans-Guyana","8"
"ontwikkelgelatinezilverdrukken","Yucatán (deelstaat)","8"
"beelden","Michoacán (deelstaat)","8"
"merklappen","Mexico","8"
"foto's","New York State","8"
"foto's","Jacmel","8"
"glasnegatieven","Jacmel","8"
"foto's","Carupano","8"
"beelden","Timotes","8"
"ontwikkelgelatinezilverdrukken","Hato","8"
"albuminedrukken","Port of Spain","8"
"beelden","Quinua","8"
"foto's","Ingie Pikien-val","8"
"terreinplattegronden","Warappa Kreek (rivier)","8"
"aquarellen","Warappa Kreek (rivier)","8"
"ontwikkelgelatinezilverdrukken","Saba -Nederlandse Antillen","8"
"kleurendia's","La Paz (Bolivia)","8"
"foto's","Commewijne (rivier)","8"
"kleurendia's","Groenland- Oost","8"
"beeldhouwwerken","Groenland- West","8"
"schilderingen","Groenland- West","8"
"glasnegatieven","Les Cayes","8"
"foto's","Argentinië","8"
"figuren (voorstellingen)","Taos pueblo","8"
"prenten","Alaska","8"
"beelden","Bethel","8"
"foto's","San Carlos (Arizona)","8"
"beeldhouwwerken","Inoucdjouac","8"
"zwart-wit negatieven","Puebla","8"
"gelatinenegatieven op acetaat","Puebla","8"
"gelatinenegatieven op nitraat","Brokopondo (district)","8"
"gelatinenegatieven op acetaat","Temomairem","8"
"terreinplattegronden","Suriname","8"
"ontwikkelgelatinezilverdrukken","Nickerie (district)","8"
"foto's","Minas Gerais (deelstaat)","8"
"ontwikkelgelatinezilverdrukken","Puebla (deelstaat)","8"
"schilderingen","Jamaica","8"
"ontwikkelgelatinezilverdrukken","Minnesota","8"
"bustes","California","8"
"maquettes","Verenigde Staten van Amerika","8"
"kabinetfoto's","Arizona","8"
"ontwikkelgelatinezilverdrukken","Knopajamoi (berg)","8"
"glasnegatieven","Paloemeu (rivier)","8"
"daglichtgelatinezilverdrukken","Saba -Nederlandse Antillen","8"
"beelden","Zuidelijk kustgebied van Peru","8"
"foto's","Philipsburg","8"
"glasnegatieven","Poeloegoedoe","8"
"ontwikkelgelatinezilverdrukken","Kwattahede","8"
"gelatineplaatnegatieven","Simsonbaai","8"
"panoramafoto's","Kortoefoetoe (stroomversnelling)","8"
"beelden","Toluca","8"
"gelatinenegatieven op acetaat","Brownsweg","8"
"gelatinenegatieven op acetaat","Kralendijk","8"
"tekeningen","Suriname (rivier)","8"
"aquatinten","Curaçao","8"
"beelden","Temalacatzingo","8"
"ruiterbeelden","Crato","8"
"ontwikkelgelatinezilverdrukken","Boslanti","8"
"ontwikkelgelatinezilverdrukken","Xochicalco","8"
"ontwikkelgelatinezilverdrukken","Kassikassima (berg)","8"
"gravures","Curaçao","8"
"beelden","Santiago de Pupuja","8"
"beelden","Cauca (rivier)","8"
"beelden","San Juan Tetelcinco","8"
"kleurendia's","Juázeiro do Norte","8"
"kleurendia's","Feira de Santana","8"
"kleurendia's","Groningen -Suriname","8"
"foto's","Tagatai","6"
"beelden","Mitla","6"
"gelatineplaatnegatieven","Oranjestad -Aruba","6"
"ontwikkelgelatinezilverdrukken","Coppename (rivier)","6"
"figuren (voorstellingen)","Zuni","6"
"poppen (figuurvoorstellingen)","Akwesasne Indian reservation","6"
"tekeningen","Groenland","6"
"poppen (figuurvoorstellingen)","Tasiilaq","6"
"beelden","Bahia (deelstaat)","6"
"voorstellingen (beeldmateriaal)","San Antonio Aguas Calientes","6"
"zwart-wit negatieven","Huehuetla (Puebla)","6"
"albuminedrukken","Caracas","6"
"ontwikkelgelatinezilverdrukken","Intelwakondre","6"
"ontwikkelgelatinezilverdrukken","Temiri Rots","6"
"foto's","Hellsgate","6"
"foto's","Coronie (district)","6"
"beelden","Pernambuco (deelstaat)","6"
"ontwikkelgelatinezilverdrukken","Guyana","6"
"beelden","Guyana","6"
"figuren (voorstellingen)","Paraguay","6"
"godenbeelden","Brazilië","6"
"reliëfs","Mexico","6"
"cartes-de-visite (fotografische kaarten)","Jamaica","6"
"figuren (voorstellingen)","Cuba","6"
"tekeningen","Verenigde Staten van Amerika","6"
"kachina-poppen","Arizona","6"
"poppen (figuurvoorstellingen)","Verenigde Staten van Amerika","6"
"figuren (voorstellingen)","Groenland- Oost","6"
"poppen (figuurvoorstellingen)","Groenland- West","6"
"zwart-wit negatieven","Colima","6"
"gravures","Paramaribo","6"
"beelden","Quinchamalí","6"
"ontwikkelgelatinezilverdrukken","Groningen -Suriname","6"
"foto's","Patagonië","6"
"beeldsnijwerken","Alaska","6"
"sculpturen","Groenland","6"
"prenten","Diilerilaaq","6"
"kindertekeningen","Moenkopi","6"
"zwart-wit negatieven","Mecapalapa","6"
"gelatinenegatieven op acetaat","Meerzorg","6"
"positieven (beeldmateriaal)","Mariënburg","6"
"foto's","Sint Christoffelberg (berg)","6"
"ontwikkelgelatinezilverdrukken","Delemari (rivier)","6"
"foto's","Apatou","6"
"ontwikkelgelatinezilverdrukken","Saint Vincent (eiland)","6"
"godenbeelden","Suriname","6"
"lichtdrukken","Suriname","6"
"fotomechanische afdrukken","Suriname","6"
"fotogravures","Suriname","6"
"tekeningen","Para (district)","6"
"cartes-de-visite (fotografische kaarten)","Zuid-Amerika","6"
"poppen (figuurvoorstellingen)","Brazilië","6"
"figuren (voorstellingen)","Brazilië","6"
"schilderingen","Brazilië","6"
"figuren (voorstellingen)","Goiás (deelstaat)","6"
"prenten","Guatemala","6"
"devotiebeelden","Mexico","6"
"foto's","Caraïbisch gebied","6"
"maquettes","Nederlandse Antillen","6"
"foto's","New Mexico","6"
"foto's","Kansas","6"
"aquarellen","Arizona","6"
"beelden","Ammassalik- district","6"
"ontwikkelgelatinezilverdrukken","Saint John's Flat","6"
"foto's","Caracas-baai","6"
"beelden","Huanta","6"
"glasnegatieven","Papadron (waterval)","6"
"foto's","Galibi","6"
"glasnegatieven","Grandafoetoe (stroomversnelling)","6"
"schilderingen","San Agustín Huapan","6"
"ontwikkelgelatinezilverdrukken","Majoli","6"
"ontwikkelgelatinezilverdrukken","Corneliskondre","6"
"totempalen","Canada","6"
"gelatinenegatieven op acetaat","Colima","6"
"ontwikkelgelatinezilverdrukken","Orealla","6"
"schilderijen","Haïti","6"
"foto's","Blackfoot Indian reservation","6"
"figuren (voorstellingen)","Tesuque pueblo","6"
"aquarellen","Oraibi","6"
"ivoren (beeldhouwwerken)","Groenland","6"
"poppen (figuurvoorstellingen)","Cochiti pueblo","6"
"kindertekeningen","Cibecue","6"
"gelatinenegatieven op acetaat","Mecapalapa","6"
"gelatinenegatieven op acetaat","Huehuetla (Puebla)","6"
"foto's","Paramaribo (district)","6"
"albuminedrukken","Suriname","6"
"foto's","Uruguay","6"
"beelden","Rio de Janeiro (deelstaat)","6"
"schilderingen","Peru","6"
"albuminedrukken","Panama","6"
"figuren (voorstellingen)","Michoacán (deelstaat)","6"
"schilderingen","Mexico","6"
"negatieven","Mexico","6"
"poppen (figuurvoorstellingen)","Chiapas (deelstaat)","6"
"foto's","Saint Martin","6"
"beelden","New Mexico","6"
"poppen (figuurvoorstellingen)","Ontario","6"
"schaalmodellen","Caruaru","6"
"doodshoofden","Toluca","6"
"gelatineplaatnegatieven","Santa Cruz","6"
"foto's","Fontein -Aruba","6"
"foto's","Kralendijk","6"
"gelatinenegatieven op nitraat","Kralendijk","6"
"stereofoto's","Suriname (rivier)","6"
"gelatineplaatnegatieven","Wayombo (rivier)","6"
"kabinetfoto's","Willemstad","6"
"beelden","Cochabamba","6"
"prenten","Belém","6"
"gelatineplaatnegatieven","Kassikassima (berg)","6"
"voorouderbeelden","Paaseiland","6"
"gelatineplaatnegatieven","Manlobbi","6"
"foto's","Zanderij","6"
"gelatineplaatnegatieven","Emma (rivier)","6"
"gelatinenegatieven op nitraat","Boven-Wayombo (rivier)","6"
"gelatinenegatieven op acetaat","Albina","6"
"ontwikkelgelatinezilverdrukken","Kabelstation","6"
"ontwikkelgelatinezilverdrukken","Panapie","6"
"gelatinenegatieven op acetaat","Cottica (rivier)","6"
"gelatinenegatieven op acetaat","Oranjestad -Sint Eustatius","6"
"positieven (beeldmateriaal)","Curaçao","6"
"beelden","Pucará","6"
"altaarstukken","Ayacucho","6"
"ontwikkelgelatinezilverdrukken","Actopán","6"
"daglichtgelatinezilverdrukken","Nieuw Nickerie","6"
"glasnegatieven","Albina","6"
"gelatinenegatieven op nitraat","Republiek","6"
"ontwikkelgelatinezilverdrukken","Semoisi","6"
"beelden","Pátzcuaro","6"
"gelatineplaatnegatieven","Kabelstation","6"
"stereofoto's","Commewijne (rivier)","6"
"gelatineplaatnegatieven","Saba -Nederlandse Antillen","6"
"foto's","Kortoefoetoe (stroomversnelling)","6"
"beelden","Huancayo","6"
"ontwikkelgelatinezilverdrukken","Grote Baai","6"
"gelatineplaatnegatieven","Poeloegoedoe","6"
"ontwikkelgelatinezilverdrukken","Aruba","4"
"levensbomen","Metepec","4"
"beelden","Cañar","4"
"beelden","Cuetzalan","4"
"beelden","Guatemala-Stad","4"
"kruisen","Zacapoaxtla","4"
"ontwikkelgelatinezilverdrukken","Campeche (deelstaat)","4"
"foto's","Barbados","4"
"beelden","Haïti","4"
"godenbeelden","Tesuque pueblo","4"
"beelden","King Island","4"
"kindertekeningen","Chinle","4"
"kindertekeningen","San Carlos (Arizona)","4"
"poppen (figuurvoorstellingen)","Ennadai","4"
"sculpturen","Kuummiit","4"
"kleurendia's","Diilerilaaq","4"
"gravures","Noord-Amerika","4"
"attributen","Bahia (deelstaat)","4"
"poppen (figuurvoorstellingen)","Nunavut","4"
"kindertekeningen","Mescalero I.R.","4"
"kachina-poppen","Navajo I.R.","4"
"figuren (voorstellingen)","Bahia (deelstaat)","4"
"beelden","Bogotá (Distrito Capital)","4"
"glasnegatieven","Sipaliwini (district)","4"
"gelatinenegatieven op acetaat","Brokopondo (district)","4"
"ontwikkelgelatinezilverdrukken","Wanica (district)","4"
"kleurendia's","Commewijne (district)","4"
"beeldhouwwerken","Baker Lake","4"
"zandschilderingen","Cuba (New Mexico)","4"
"gelatinenegatieven op nitraat","Granbori","4"
"ontwikkelgelatinezilverdrukken","Wonotobo-vallen","4"
"gelatinenegatieven op nitraat","Mankodobakoe-val","4"
"gelatinenegatieven op acetaat","Braams Punt","4"
"foto's","Fort-baai","4"
"ontwikkelgelatinezilverdrukken","Meerzorg","4"
"negatieven","Suriname","4"
"daglichtcollodiumzilverdrukken","Nickerie (district)","4"
"ontwikkelgelatinezilverdrukken","Chili","4"
"schilderingen","Colombia","4"
"poppen (figuurvoorstellingen)","Ecuador","4"
"tekeningen","Ecuador","4"
"portretschedels","Ecuador","4"
"kerststallen","Peru","4"
"gravures","Zuid-Amerika","4"
"foto's","Brazilië","4"
"vlakdrukken","Brazilië","4"
"voorstellingen (beeldmateriaal)","Brazilië","4"
"kruisen","Puebla (deelstaat)","4"
"ontwikkelgelatinezilverdrukken","Querétaro (deelstaat)","4"
"figuren (voorstellingen)","Guatemala","4"
"kruisen","Mexico","4"
"beelden","Chiapas (deelstaat)","4"
"zwart-wit negatieven","Guerrero (deelstaat)","4"
"reliëfs","Caraïbisch gebied","4"
"ontwikkelgelatinezilverdrukken","Nederlandse Antillen","4"
"lithografieën (prenten)","Verenigde Staten van Amerika","4"
"portretten","Verenigde Staten van Amerika","4"
"aquarellen","Verenigde Staten van Amerika","4"
"beeldhouwwerken","Manitoba","4"
"beelden","Canada","4"
"foto's","Puerto Cabello","4"
"negatieven","Paramaribo","4"
"beelden","Tancanhuitz","4"
"aquarellen","Saramacca (rivier)","4"
"prenten","Mexico-Stad","4"
"appliqué (beeldmateriaal)","Santa Catarina","4"
"foto's","Oranjestad -Aruba","4"
"daglichtcollodiumzilverdrukken","Nieuw Nickerie","4"
"gelatineplaatnegatieven","Nieuw Nickerie","4"
"gelatineplaatnegatieven","Gonini (rivier)","4"
"beelden","Nicaragua","4"
"maskers (beeldhouwwerk)","Bolivia","4"
"levensbomen","Acatlán (Puebla)","4"
"diorama's","Amozoc","4"
"figuurvoorstellingen","Amozoc","4"
"zwart-wit negatieven","San Andrés Tzicuilan","4"
"gelatinenegatieven op acetaat","San Andrés Tzicuilan","4"
"aquarellen","Barbados","4"
"beelden","Dominicaanse Republiek","4"
"beelden","Midden-Amerika","4"
"figuren (voorstellingen)","Picuris pueblo","4"
"stereofoto's","Zuni","4"
"reliëfs","Kulusuk","4"
"maskers (beeldhouwwerk)","Kulusuk","4"
"beeldhouwwerken","Sisimiut","4"
"godenbeelden","Bahia (deelstaat)","4"
"beelden","Acoma Pueblo","4"
"kindertekeningen","Acomita","4"
"aquarellen","Peach Springs","4"
"kindertekeningen","Polacca","4"
"sculpturen","Nunavut","4"
"beelden","Caracas","4"
"poppen (figuurvoorstellingen)","Araguaia (rivier)","4"
"gelatinenegatieven op acetaat","Marowijne (district)","4"
"zwart-wit negatieven","Cuilapan","4"
"gelatinenegatieven op acetaat","Cuilapan","4"
"foto's","Schottegat (baai)","4"
"foto's","Port of Spain","4"
"panoramafoto's","Ingie Pikien-val","4"
"borduurwerk","Suriname","4"
"figuren (voorstellingen)","Suriname","4"
"gelatinenegatieven op acetaat","Coronie (district)","4"
"grafpalen","Chili","4"
"godenbeelden","Rio de Janeiro (deelstaat)","4"
"scapuliermedailles","Cuzco (regio)","4"
"merklappen","Yucatán (deelstaat)","4"
"godenbeelden","Veracruz (deelstaat)","4"
"sculpturen","Veracruz (deelstaat)","4"
"beschermbeelden","Brazilië","4"
"beelden","Goiás (deelstaat)","4"
"beelden","Morelos (deelstaat)","4"
"altaarstukken","Nayarit (deelstaat)","4"
"kruisen","Michoacán (deelstaat)","4"
"bidprenten","Mexico","4"
"figuren (voorstellingen)","Chiapas (deelstaat)","4"
"olieverfschilderingen","Jamaica","4"
"fotogravures","Nederlandse Antillen","4"
"koppen (figuurvoorstellingen)","Costa Rica","4"
"foto's","Walpi","4"
"prenten","Arizona","4"
"godenbeelden","Arizona","4"
"sculpturen","West-Alaska","4"
"maskers (beeldhouwwerk)","Ammassalik- district","4"
"tekeningen","Groenland- West","4"
"maquettes","Groenland- West","4"
"gelatinenegatieven op nitraat","Kabalebo (rivier)","4"
"gelatinenegatieven op nitraat","Pedrosoengoe-vallen","4"
"tekeningen","Paramaribo","4"
"diapositieven","Curaçao","4"
"aquarellen","Curaçao","4"
"lithografieën (prenten)","Cape Dorset","4"
"beelden","Chililico","4"
"poppen (figuurvoorstellingen)","Bananal (eiland)","4"
"ontwikkelgelatinezilverdrukken","Gramankondre","4"
"daglichtgelatinezilverdrukken","Bergendaal","4"
"gelatinenegatieven op acetaat","Simsonbaai","4"
"poppen (figuurvoorstellingen)","Canada","4"
"beelden","Queen Charlotte Islands","4"
"glasnegatieven","Marowijne (rivier)","4"
"gelatineplaatnegatieven","Berbice","4"
"schilderingen","Huatusco","4"
"figuurvoorstellingen","Izúcar de Matamoros","4"
"voorouderbeelden","Haïti","4"
"foto's","Port-au-Prince","4"
"poppen (figuurvoorstellingen)","Kulusuk","4"
"foto's","Kangerlussuaq","4"
"schilderingen","Nuuk","4"
"schilderijen","Noord-Amerika","4"
"poppen (figuurvoorstellingen)","Noord-Amerika","4"
"prenten","Nunavut","4"
"figuren (voorstellingen)","Acoma I.R.","4"
"borduurwerk","San Pablito","4"
"beelden","Zacatecas (deelstaat)","4"
"daglichtgelatinezilverdrukken","Marowijne (district)","4"
"figuren (voorstellingen)","Louisiana","4"
"albuminedrukken","Saint Vincent (eiland)","4"
"gelatinenegatieven op nitraat","Temomairem","4"
"paneelschilderingen","Suriname","4"
"klederdrachtpoppen","Suriname","4"
"haakwerk","Suriname","4"
"glasnegatieven","Suriname","4"
"daglichtgelatinezilverdrukken","Nickerie (district)","4"
"gelatineplaatnegatieven","Para (district)","4"
"ontwikkelgelatinezilverdrukken","Saramacca (district)","4"
"beelden","Chili","4"
"appliqué (beeldmateriaal)","Colombia","4"
"poppen (figuurvoorstellingen)","Peru","4"
"koppen (figuurvoorstellingen)","Yucatán (deelstaat)","4"
"beelden","Zuid-Amerika","4"
"gelatinenegatieven op acetaat","Michoacán (deelstaat)","4"
"figuren (voorstellingen)","Mexico","4"
"maskers (beeldhouwwerk)","Mexico","4"
"figuren (voorstellingen)","Guanajuato (deelstaat)","4"
"gelatinenegatieven op acetaat","Guerrero (deelstaat)","4"
"glasnegatieven","Nederlandse Antillen","4"
"prenten","New York State","4"
"kachina-poppen","Verenigde Staten van Amerika","4"
"beeldhouwwerken","Baffin Island","4"
"schilderijen","Curaçao","4"
"schaalmodellen","Curaçao","4"
"gelatinenegatieven op acetaat","Curaçao","4"
"kruisbeelden","Tzintzuntzan","4"
"kindertekeningen","San Andrés Chicahuaxtla","4"
"zwart-wit negatieven","Belo Horizonte","4"
"figuren (voorstellingen)","Atzompa","4"
"gelatineplaatnegatieven","Oranjestad -Sint Eustatius","4"
"godenbeelden","Salvador","4"
"gelatine zilverdrukken","Majoli","4"
"gedenkpenningen","Aruba","4"
"afgietsels","Paaseiland","4"
"gelatinenegatieven op nitraat","Uitkijk","4"
"gelatine zilverdrukken","Suriname (rivier)","4"
"beelden","Cape Dorset","4"
"gelatineplaatnegatieven","Republiek","4"
"ontwikkelgelatinezilverdrukken","Dirkshoop","4"
"zwart-wit negatieven","Rio de Janeiro","4"
"ontwikkelgelatinezilverdrukken","Emma (rivier)","4"
"daglichtgelatinezilverdrukken","Gansee","4"
"beelden","Curaçao","4"
"diapositieven","Saba -Nederlandse Antillen","4"
"figuren (voorstellingen)","Pátzcuaro","4"
"godenbeelden","Mexico-Stad","4"
"koppen (figuurvoorstellingen)","Teotihuacán","4"
"gelatineplaatnegatieven","Raleigh-vallen","4"
"foto's","Sint Maarten","4"
"kerststallen","Tzintzuntzan","4"
"kruisen","Chilapa","4"
"gelatineplaatnegatieven","Goddo","4"
"gelatinenegatieven op acetaat","Kabelstation","4"
"gelatineplaatnegatieven","Lombee","4"
"ontwikkelgelatinezilverdrukken","Gonini (rivier)","4"
"ontwikkelgelatinezilverdrukken","Poeloegoedoe","4"
"positieven (beeldmateriaal)","Willemstad","4"
"klederdrachtpoppen","Curaçao","4"
"aquarellen","Suriname (rivier)","4"
"gelatinenegatieven op nitraat","Wayombo (rivier)","4"
"beelden","Azcapotzalco","4"
"kerststallen","Ocumicho","4"
"stereofoto's","Albina","4"
"gelatine zilverdrukken","Groot Chatillon","4"
"merklappen","Toluca-vallei","4"
"gelatinenegatieven op acetaat","Texcoco","4"
"kruisen","Mexico-Stad","4"
"figuurvoorstellingen","Arrazola","4"
"figuren (voorstellingen)","Tonalá","4"
"figuurvoorstellingen","Tonalá","4"
"gelatineplaatnegatieven","Rincon","4"
"heiligenbeelden","Juázeiro do Norte","4"
"gelatineplaatnegatieven","Semoisi","4"
"daglichtgelatinezilverdrukken","Lelydorp","4"
"daglichtcollodiumzilverdrukken","Bottom","4"
"zandschilderingen","São Paulo","4"
"gelatinenegatieven op acetaat","Zanderij","4"
"zwart-wit negatieven","Texcoco","4"
"figuurvoorstellingen","Metepec","4"
"schilderingen","Mexico-Stad","4"
"figuurvoorstellingen","Atzompa","4"
"daglichtgelatinezilverdrukken","De Jong Zuid","2"
"foto's","Pontoetoe","2"
"glasnegatieven","Drietabbetje","2"
"diapositieven","Matappi-kreek","2"
"beelden","Paramaribo","2"
"lithografieën (prenten)","Paramaribo","2"
"diapositieven","Tapanahoni (rivier)","2"
"figuren (voorstellingen)","Pátzcuaro-meer","2"
"luchtfoto's","Curaçao","2"
"glasnegatieven","Curaçao","2"
"gelatinenegatieven op acetaat","Saba -Nederlandse Antillen","2"
"figuren (voorstellingen)","Curaçao","2"
"schilderingen","Xalitla","2"
"foto's","Saramacca (rivier)","2"
"aquarellen","Sint Eustatius","2"
"kerststallen","Tlaquepaque","2"
"koppen (figuurvoorstellingen)","Centraal kustgebied van Peru","2"
"prenten","Chalma","2"
"daglichtcollodiumzilverdrukken","Westpunt","2"
"daglichtgelatinezilverdrukken","Westpunt","2"
"daglichtgelatinezilverdrukken","Wilhelmina-gebergte","2"
"gelatine zilverdrukken","Gansee","2"
"gelatineplaatnegatieven","Uitkijk","2"
"gelatinenegatieven op nitraat","Poeloegoedoe","2"
"daglichtgelatinezilverdrukken","Cassewinica-kreek","2"
"gelatinenegatieven op nitraat","Coppename (rivier)","2"
"gelatineplaatnegatieven","Bottom","2"
"houtsneden","São Paulo","2"
"kleurendia's","Nieuw Nickerie","2"
"gelatineplaatnegatieven","Berlijn (Suriname)","2"
"gravures","Quito","2"
"figuurvoorstellingen","Huatusco","2"
"beelden","Pánuco","2"
"beelden","Argentinië","2"
"afgietsels","Argentinië","2"
"voorstellingen (beeldmateriaal)","Amozoc","2"
"figuren (voorstellingen)","Amozoc","2"
"beelden","Cholula","2"
"beelden","Guápiles","2"
"ontwikkelgelatinezilverdrukken","Honduras","2"
"negatieven","Honduras","2"
"beeldsnijwerken","Midden- en Zuid-Amerika","2"
"reliëfs","Midden- en Zuid-Amerika","2"
"figuren (voorstellingen)","Midden- en Zuid-Amerika","2"
"ontwikkelgelatinezilverdrukken","San Francisco","2"
"schaalmodellen","Browning","2"
"prenten","Zuni","2"
"beelden","Tuscarora Indian reservation","2"
"attributen","Alaska","2"
"figuren (voorstellingen)","Alaska","2"
"sculpturen","King Island","2"
"totempalen","Tongass National Forest","2"
"gravures","Aleutian Islands","2"
"sculpturen","Aleutian Islands","2"
"sculpturen","Inoucdjouac","2"
"maquettes","Kulusuk","2"
"beeldhouwwerken","Tadoule Lake","2"
"totempalen","Northwest-Coast","2"
"foto's","Washington","2"
"kindertekeningen","Acoma Pueblo","2"
"aquarellen","Pueblo de Taos I.R.","2"
"poppen (figuurvoorstellingen)","Navajo I.R.","2"
"beelden","Naujaat","2"
"beeldsnijwerken","Northwest-Coast","2"
"kleurendia's","Puebla","2"
"beelden","Ceará (deelstaat)","2"
"beelden","Apizaco","2"
"diapositieven","Newfoundland","2"
"foto's","Toronto","2"
"foto's","Pennsylvania","2"
"foto's","Delaware","2"
"figuren (voorstellingen)","Araguaia (rivier)","2"
"ontwikkelgelatinezilverdrukken","Brokopondo (district)","2"
"olieverfschilderingen","New York City","2"
"houtsneden","Baker Lake","2"
"gesjabloneerde werken","Baker Lake","2"
"gelatinenegatieven op acetaat","Friendship","2"
"gelatinenegatieven op nitraat","Hato","2"
"daglichtgelatinezilverdrukken","Caracas-baai","2"
"daglichtcollodiumzilverdrukken","Schottegat (baai)","2"
"albuminedrukken","Sint Marthabaai","2"
"daglichtgelatinezilverdrukken","Hellsgate","2"
"ontwikkelgelatinezilverdrukken","Montevideo","2"
"gelatinenegatieven op acetaat","Benzdorp","2"
"gelatineplaatnegatieven","Intelwakondre","2"
"daglichtgelatinezilverdrukken","Hendrik-top","2"
"panoramafoto's","Schottegat (baai)","2"
"foto's","Hooiberg","2"
"ontwikkelgelatinezilverdrukken","Cottica (gebergte)","2"
"daglichtcollodiumzilverdrukken","Temiri Rots","2"
"ontwikkelgelatinezilverdrukken","Maripa Kreek (rivier)","2"
"foto's","Mariënburg","2"
"gelatinenegatieven op acetaat","Havana","2"
"prenten","Saint Vincent (eiland)","2"
"appliqué (beeldmateriaal)","Suriname","2"
"gelatinenegatieven op polyester","Suriname","2"
"kotomissie-poppen","Suriname","2"
"gelatineplaatnegatieven","Saramacca (district)","2"
"positieven (beeldmateriaal)","Para (district)","2"
"landschappen (voorstellingen)","Para (district)","2"
"gelatinenegatieven op acetaat","Saramacca (district)","2"
"appliqué (beeldmateriaal)","Chili","2"
"schilderingen","Paraguay","2"
"koppen (figuurvoorstellingen)","Peru","2"
"beeldengroepen","Peru","2"
"grafpalen","Peru","2"
"figuren (voorstellingen)","Veracruz (deelstaat)","2"
"volksprenten","Zuid-Amerika","2"
"schilderijen","Zuid-Amerika","2"
"gelatinenegatieven op nitraat","Brazilië","2"
"koppen (figuurvoorstellingen)","Brazilië","2"
"emblemen (symbolen)","Brazilië","2"
"kerststallen","Brazilië","2"
"schilderijen","Brazilië","2"
"beelden","Amazonas (Brazilië, deelstaat)","2"
"votiefprenten","Puebla (deelstaat)","2"
"terreinplattegronden","Amazone (rivier)","2"
"tekeningen","Amazone (rivier)","2"
"potloodtekeningen","Amazone (rivier)","2"
"kruisen","Minas Gerais (deelstaat)","2"
"merklappen","Oaxaca (deelstaat)","2"
"figuren (voorstellingen)","Jalisco (deelstaat)","2"
"aureolen","Guatemala","2"
"aquarellen","Mexico","2"
"fresco's","Mexico","2"
"collages","Mexico","2"
"doodshoofden","Mexico","2"
"draadschilderingen","Mexico","2"
"attributen","Mexico","2"
"houtsnijwerk","Jamaica","2"
"prenten","Wisconsin","2"
"beelden","Cuba","2"
"olieverfschilderingen","Nederlandse Antillen","2"
"fotomechanische afdrukken","Nederlandse Antillen","2"
"klederdrachtpoppen","Trinidad","2"
"afgietsels","Costa Rica","2"
"plaquettes (beeldmateriaal)","New Mexico","2"
"krijttekeningen","New Mexico","2"
"kabinetfoto's","Kansas","2"
"prenten","Northwest Territories","2"
"aquarellen","Ontario","2"
"beelden","Ontario","2"
"beeldhouwwerken","Groenland- Oost","2"
"poppen (figuurvoorstellingen)","Groenland- Oost","2"
"sculpturen","Groenland- Oost","2"
"beeldsnijwerken","Ammassalik- district","2"
"kalligrafie","Amerika","2"
"gelatineplaatnegatieven","Amerika","2"
"gelatinenegatieven op nitraat","Amerika","2"
"beelden","British Columbia","2"
"gelatineplaatnegatieven","Corantijn (rivier)","2"
"gelatinenegatieven op acetaat","Corantijn (rivier)","2"
"ontwikkelgelatinezilverdrukken","Armina-val","2"
"ontwikkelgelatinezilverdrukken","Hendrik-top","2"
"gelatinenegatieven op polyester","Drietabbetje","2"
"gelatinenegatieven op nitraat","Drietabbetje","2"
"platinadrukken","Paramaribo","2"
"positieven (beeldmateriaal)","Paramaribo","2"
"kabinetfoto's","Paramaribo","2"
"gelatineplaatnegatieven","Tapanahoni (rivier)","2"
"gelatinenegatieven op acetaat","Tapanahoni (rivier)","2"
"beelden","Chimbote","2"
"beelden","Pátzcuaro-meer","2"
"divinatiebeelden","Curaçao","2"
"borduurwerk","Curaçao","2"
"aquarellen","Saba -Nederlandse Antillen","2"
"bidprenten","Lima","2"
"koppen (figuurvoorstellingen)","Ollantaytambo","2"
"beelden","Chichén Itzá","2"
"foto's","Tierra del Fuego (ARG, provincie)","2"
"koppen (figuurvoorstellingen)","Oruro","2"
"daglichtcollodiumzilverdrukken","Wayombo (rivier)","2"
"ontwikkelgelatinezilverdrukken","Mérida","2"
"kerststallen","Cuernavaca","2"
"diapositieven","Sint Eustatius","2"
"figuurvoorstellingen","San Miguel de Allende","2"
"gelatineplaatnegatieven","Sint Eustatius","2"
"ontwikkelgelatinezilverdrukken","San Cristóbal de las Casas","2"
"godenbeelden","Paaseiland","2"
"ontwikkelgelatinezilverdrukken","Albina","2"
"gelatineplaatnegatieven","Brownsweg","2"
