"typeLabel","placeName","choCount"
"ontwikkelgelatinezilverdrukken","Alexandrië","2"
"gelatineplaatnegatieven","Oost-Afrika","2"
"lantaarnplaatjes","Oost-Afrika","2"
"olieverfschilderingen","Ethiopië","2"
"verteldoeken","Ethiopië","2"
"kruisen","Tigray (deelstaat)","2"
"gelatinenegatieven op acetaat","Nyanza (provincie)","2"
"beeldhouwwerken","Guinee-kust","2"
"beeldhouwwerken","Benin","2"
"zelfportretten","Benin","2"
"grafbeelden","Benin","2"
"installaties (beeldmateriaal)","Benin","2"
"vruchtbaarheidspoppen","Kameroen","2"
"poppen (figuurvoorstellingen)","Kameroen","2"
"schaalmodellen","Ghana","2"
"kinderprenten","Ghana","2"
"gelatinenegatieven op acetaat","Kordofan","2"
"vruchtbaarheidspoppen","Ghana","2"
"foto's","Tunesië","2"
"schilderingen","Madagascar","2"
"gelatinenegatieven op acetaat","Zambia","2"
"daglichtgelatinezilverdrukken","Madagascar","2"
"lantaarnplaatjes","Zambezi (rivier)","2"
"schilderingen","Zuid-Afrika","2"
"beelden","Zambia","2"
"gelatinenegatieven op acetaat","Kwazulu","2"
"positieven (beeldmateriaal)","Transvaal","2"
"divinatiebeelden","Sierra Leone","2"
"ruiterbeelden","Burkina Faso","2"
"terracotta's","Mali","2"
"schaalmodellen","Mali","2"
"beelden","Niger","2"
"gelatinenegatieven op acetaat","Niger","2"
"lichtdrukken","Mali","2"
"installaties (beeldmateriaal)","Mali","2"
"beelden","Lomé","2"
"poppen (figuurvoorstellingen)","Nouna","2"
"beschermbeelden","Nouna","2"
"schilderijen","Botswana","2"
"poppen (figuurvoorstellingen)","Botswana","2"
"stereofoto's","Cazengo","2"
"ontwikkelgelatinezilverdrukken","Mobayi-Mbongo","2"
"lichtdrukken","Luxor","2"
"kleurendia's","Truna","2"
"spijkerbeelden","Loango","2"
"cartes-de-visite (fotografische kaarten)","Loango","2"
"ontwikkelgelatinezilverdrukken","Kisangani","2"
"prenten","West-Afrika","2"
"krachtbeelden","Abomey","2"
"schilderingen","Limuru","2"
"voorouderbeelden","Bugama","2"
"poppen (figuurvoorstellingen)","White River (rivier)","2"
"beelden","Oshogbo","2"
"gelatinenegatieven op acetaat","Oshogbo","2"
"stereofoto's","Noord-Afrika","2"
"gelatinenegatieven op acetaat","Tanzania","2"
"schilderingen","Dar es Salaam","2"
"gravures","Algerije","2"
"schaalmodellen","Ambriz","2"
"diapositieven","Zik’wala Terara (berg)","2"
"diapositieven","Mega","2"
"digitale fotoafdrukken","Marrakech","2"
"wandversieringen (beeldmateriaal)","Ouarzazate","2"
"ontwikkelgelatinezilverdrukken","Ouezzane","2"
"prenten","Rabat","2"
"portretten","Rabat","2"
"lichtdrukken","Casablanca","2"
"daglichtgelatinezilverdrukken","Tunis","2"
"gelatinenegatieven op nitraat","Sidamo","2"
"paneelschilderingen","Essaouira","2"
"borduurwerk","Fès","2"
"schaalmodellen","Djenné","2"
"diapositieven","Chott el Jerid","2"
"kleurendia's","Omu-Aran","2"
"foto's","Isangi","2"
"foto's","St.-Paul","2"
"schilderijen","Kampala","2"
"beelden","Cotonou","2"
"ruiterbeelden","Ketou","2"
"schilderijen","Porto Novo","2"
"grafbeelden","M'banza Congo","2"
"gelatinenegatieven op acetaat","Douala","2"
"schilderijen","Accra","2"
"voorouderbeelden","Congo-gebied","2"
"cartes-de-visite (fotografische kaarten)","Frans-Equatoriaal-Afrika","2"
"ontwikkelgelatinezilverdrukken","Sangha (rivier)","2"
"positieven (beeldmateriaal)","Inhambane","2"
"kleurendia's","Maputo","2"
"gelatinenegatieven op acetaat","Victoria Falls","2"
"rotsschilderingen","Kalahari","2"
"foto's","Oranjerivier","2"
"foto's","Johannesburg","2"
"foto's","Chari (rivier)","2"
"vruchtbaarheidspoppen","Democratische Republiek Congo","2"
"gelatinenegatieven op acetaat","Democratische Republiek Congo","2"
"poppen (figuurvoorstellingen)","Democratische Republiek Congo","2"
"bustes","Democratische Republiek Congo","2"
"heiligenbeelden","Bas-Zaïre","2"
"foto's","Boma district","2"
"foto's","Matadi","2"
"lichtdrukken","Irebu","2"
"lichtdrukken","Mbandaka","2"
"afweerbeelden","Mobeka","2"
"gelatinenegatieven op acetaat","Pretoria district","2"
"gelatineplaatnegatieven","Suez","2"
"vergezichten (gezichten)","Suezkanaal","2"
"diapositieven","Suezkanaal","2"
"positieven (beeldmateriaal)","Idfu","2"
"figuurvoorstellingen","Ashanti -regio","2"
"foto's","Ashanti -regio","2"
"kleurendia's","Abidjan","2"
"beelden","Abidjan","2"
"figuren (voorstellingen)","Kruger National Park","2"
"albuminedrukken (goudgetoond)","Angola","2"
"gelatinenegatieven op acetaat","Bobo Dioulasso","2"
"albuminedrukken","Witwatersrand","2"
"beelden","Sankuru","2"
"beelden","Pool Malebo","2"
"krachtbeelden","Kongolo","2"
"foto's","Kwango","2"
"potloodtekeningen","Kwango","2"
"foto's","Saqqarah","2"
"beelden","Kwilu-Kasai-gebied","2"
"heliogravures","Port Said","2"
"koperdiepdrukken","Port Said","2"
"lantaarnplaatjes","Port Said","2"
"heliogravures","Ismailia","2"
"gelatinenegatieven op nitraat","Ismailia","2"
"positieven (beeldmateriaal)","Port Tawfiq","2"
"gelatinenegatieven op acetaat","Port Tawfiq","2"
"foto's","Benin City","2"
"krachtbeelden","Benin City","2"
"krachtbeelden","Lualaba (rivier)","2"
"kruisbeelden","Centraal-Afrikaanse Republiek","2"
"lichtdrukken","Zaïre- Noordoost","2"
"lichtdrukken","Malela","2"
"lichtdrukken","Mbanza-Ngungu","2"
"foto's","Ivoorkust","2"
"beelden","Boundiali","2"
"beelden","Zaïre- West","2"
"krachtbeelden","Zaïre- West","2"
"olieverfschilderingen","Liberia","2"
"schaalmodellen","Liberia","2"
"houtsnijwerk","Nigeria","2"
"gelatinenegatieven op acetaat","Nigeria","2"
"tweelingbeelden","Nigeria","2"
"cartes-de-visite (fotografische kaarten)","Nigeria","2"
"krachtbeelden","Quillo (rivier)","2"
"ruiterbeelden","Ife","2"
"foto's","Grand Bassa (county)","2"
"lichtdrukken","Heliopolis","2"
"ontwikkelgelatinezilverdrukken","Ouango","2"
"schilderingen","Congo","2"
"cartes-de-visite (fotografische kaarten)","Congo","2"
"gelatinenegatieven op acetaat","Congo","2"
"kleurendia's","Brazzaville (departement)","2"
"beelden","Brazzaville (departement)","2"
"beelden","Caïro","2"
"ontwikkelgelatinezilverdrukken","Gizeh","2"
"ivoren (beeldhouwwerken)","Cabinda (provincie)","2"
"foto's","Marokko","2"
"negatieven","Marokko","2"
"gravures","Marokko","2"
"tekeningen","Marokko","2"
"beelden","Marokko","2"
"chromogene kleurenafdrukken","Afrika","2"
"kleurendia's","Afrika","2"
"plaquettes (beeldmateriaal)","Afrika","2"
"maquettes","Afrika","2"
"boombastschilderingen","Afrika","2"
"lichtdrukken","Boyoma Falls","2"
"houtsnijwerk","Kasai","2"
"beelden","Sahara","2"
"schaalmodellen","Kabylië","2"
"gravures","Sahara","2"
"gelatineplaatnegatieven","Sahara","2"
"gelatinenegatieven op acetaat","Sudan (regio)","2"
"autotypieën","Egypte","2"
"portretten","Egypte","2"
"stadsgezichten","Egypte","2"
"positieven (beeldmateriaal)","Alexandrië","2"
"beelden","Oost-Afrika","2"
"foto's","Ethiopië","2"
"houtgravures","Ethiopië","2"
"schilderijen","Kenia","2"
"kerststallen","Kenia","2"
"gelatinenegatieven op acetaat","Kenia","2"
"schilderijen","Uganda","2"
"etsen (prenten)","Benin","2"
"cartes-de-visite (fotografische kaarten)","Zaire (ANG, provincie)","2"
"schilderingen","Benin","2"
"beeldengroepen","Benin","2"
"beelden","Burundi","2"
"beschermbeelden","Kameroen","2"
"beschermbeelden","Ghana","2"
"wandversieringen (beeldmateriaal)","Tunesië","2"
"foto's","Centraal-Afrika: regionaal","2"
"etsen (prenten)","Centraal-Afrika: regionaal","2"
"foto's","Ubangi (rivier)","2"
"kleurendia's","Zimbabwe","2"
"gelatinenegatieven op acetaat","Zambezi (rivier)","2"
"daglichtcollodiumzilverdrukken","Zimbabwe","2"
"lichtdrukken","Zuid-Afrika","2"
"beeldhouwwerken","Zuid-Afrika","2"
"foto's","Cape Province","2"
"lithografieën (prenten)","Zuid-Afrika","2"
"beeldhouwwerken naar vorm","Burkina Faso","2"
"beeldengroepen","Togo","2"
"voorouderbeelden","Togo","2"
"textielkunst","Burkina Faso","2"
"houtsnijwerk","Mali","2"
"attributen","Mali","2"
"gelatinenegatieven op acetaat","Senegal","2"
"beeldengroepen","Senegal","2"
"beelden","Futila","2"
"negatieven","Noordelijke Sahara","2"
"foto's","Pungo Andongo","2"
"beelden","Mombasa","2"
"figuren (voorstellingen)","Mombasa","2"
"foto's","Nairobi","2"
"gelatinenegatieven op nitraat","Nairobi","2"
"gelatineplaatnegatieven","Zagora","2"
"autotypieën","Tanger","2"
"groepsportretten","Tanger","2"
"negatieven","Tiznit","2"
"borduurwerk","Salé","2"
"gelatineplaatnegatieven","Tagounite","2"
"ontwikkelgelatinezilverdrukken","Tiznit","2"
"ontwikkelgelatinezilverdrukken","Oued Ziz","2"
"diapositieven","Médenine","2"
"albuminedrukken","Tunis","2"
"prenten","Tunis","2"
"kleurendia's","Djenné","2"
"gelatinenegatieven op nitraat","Midden Atlas","2"
"foto's","Goreé (eiland)","2"
"gelatinenegatieven op nitraat","Moyale","2"
"kleurendia's","Mlingano","2"
"foto's","Piton des Neiges","2"
"tekeningen","Zuidelijk Afrika","2"
"maskers (beeldhouwwerk)","Gabon","2"
"beelden","Haut-Ogooué (provincie)","2"
"foto's","Rwanda","2"
"ruiterbeelden","Tsjaad","2"
"gelatinenegatieven op acetaat","Tsjaad","2"
"potloodtekeningen","Kwilu","2"
"foto's","Canarische eilanden","2"
"albuminedrukken","Banana","2"
"beelden","Boma district","2"
"lantaarnplaatjes","Suezkanaal","2"
"foto's","Al Karnak","2"
"gelatinenegatieven op acetaat","Abidjan","2"
"albuminedrukken","Angola","2"
"ivoren (beeldhouwwerken)","Angola","2"
"etsen (prenten)","Angola","2"
"poppen (figuurvoorstellingen)","Angola","2"
"figuren (voorstellingen)","Angola","2"
"lichtdrukken","Mayombe","2"
"daglichtgelatinezilverdrukken","Cape Town","2"
"beelden","Dibaya","2"
"lichtdrukken","Kalémié","2"
"lichtdrukken","Kivu","2"
"beelden","Kivu","2"
"beelden","Kongolo","2"
"lichtdrukken","Maghreb","2"
"prenten","Maghreb","2"
"beelden","Zaïre: regionaal","2"
"ivoren (beeldhouwwerken)","Kwango","2"
"beelden","Kumasi","2"
"foto's","Egypte: regionaal","2"
"ontwikkelgelatinezilverdrukken","Port Said","2"
"stereofoto's","Port Said","2"
"albuminedrukken","Ismailia","2"
"positieven (beeldmateriaal)","Al Qahirah (gouvernement)","2"
"lichtdrukken","Guinee","2"
"altaarstukken","Guinee","2"
"lichtdrukken","Lomami","2"
"beelden","Lomami","2"
"diapositieven","Durban","2"
"koppen (figuurvoorstellingen)","Lambaréné","2"
"ontwikkelgelatinezilverdrukken","Nijl","2"
"foto's","Nijl","2"
"positieven (beeldmateriaal)","Nijl","2"
"lichtdrukken","Kimpako","2"
"ontwikkelgelatinezilverdrukken","Kisantu","2"
"lichtdrukken","Sangha (departement)","2"
"lichtdrukken","Sembé","2"
"lichtdrukken","Rwenzori (gebergte)","2"
"kleurendia's","Mwanza (regio)","2"
"kleurendia's","Kabompo","2"
"kleurendia's","Solwezi","2"
"kleurendia's","Livingstone","2"
"voorouderbeelden","Zaïre- Oost","2"
"godenbeelden","Ivoorkust","2"
"gelatinenegatieven op acetaat","Ivoorkust","2"
"vruchtbaarheidspoppen","Ivoorkust","2"
"gelatinenegatieven op acetaat","Boundiali","2"
"diepdrukken","Nigeria","2"
"olieverfschilderingen","Nigeria","2"
"foto's","Alfândega","2"
"foto's","Entebbe","2"
"foto's","Jinja","2"
"beelden","Iseyin","2"
"foto's","Bonny","2"
"gravures","Western Cape Province (provincie)","2"
"poppen (figuurvoorstellingen)","Oudtshoorn","2"
"etsen (prenten)","Oshogbo","2"
"positieven (beeldmateriaal)","Noord-Afrika","2"
"voorouderbeelden","Tanzania","2"
"positieven (beeldmateriaal)","Tanzania","2"
"positieven (beeldmateriaal)","Dar es Salaam","2"
"gelatinenegatieven op acetaat","Kilimanjaro","2"
"lichtdrukken","Algerije","2"
"voorouderbeelden","Morogoro","2"
"gelatinenegatieven op nitraat","Zik’wala Terara (berg)","2"
"gelatinenegatieven op nitraat","Ak'aki","2"
"ontwikkelgelatinezilverdrukken","Oued Loukkos","2"
"ontwikkelgelatinezilverdrukken","Azemmour","2"
"ontwikkelgelatinezilverdrukken","Oued Oum er Rbia","2"
"prenten","Marrakech","2"
"tekeningen","Marrakech","2"
"maquettes","Ouarzazate","2"
"foto's","Constantine","2"
"foto's","Congo","2"
"ivoren (beeldhouwwerken)","Congo","2"
"positieven (beeldmateriaal)","Aswan","2"
"beelden","Chinguar","2"
"gelatine zilverdrukken","Caïro","2"
"kleurenlithografieën (prenten)","Caïro","2"
"stadsgezichten","Caïro","2"
"beelden","Al Qurnah","2"
"poppen (figuurvoorstellingen)","Cabinda (provincie)","2"
"schilderijen","Marokko","2"
"pastels","Marokko","2"
"olieverfschilderingen","Afrika","2"
"voorouderbeelden","Afrika","2"
"kabinetfoto's","Cuanza (rivier)","2"
"foto's","Sahara","2"
"iconen","Egypte","2"
"diapositieven","Egypte","2"
"verteldoeken","Egypte","2"
"lithografieën (prenten)","Alexandrië","2"
"beelden","Luanda (provincie)","2"
"kruisbeelden","Oost-Afrika","2"
"votiefbeelden","Ethiopië","2"
"alfabetten","Ethiopië","2"
"foto's","Guinee-kust","2"
"godenbeelden","Benin","2"
"tekeningen","Benin","2"
"albuminedrukken (goudgetoond)","Benin","2"
"ruiterbeelden","Benin","2"
"beelden","Zaire (ANG, provincie)","2"
"figuren (voorstellingen)","Ghana","2"
"proeflappen","Ghana","2"
"lithografieën (prenten)","Ghana","2"
"lichtdrukken","Ubangi (rivier)","2"
"ontwikkelgelatinezilverdrukken","Ubangi (rivier)","2"
"diapositieven","Zambezi (rivier)","2"
"daglichtgelatinezilverdrukken","Zimbabwe","2"
"collages","Zuid-Afrika","2"
"pastels","Zuid-Afrika","2"
"ontwikkelgelatinezilverdrukken","Zuid-Afrika","2"
"gelatine zilverdrukken","Zuid-Afrika","2"
"diapositieven","Cape Province","2"
"sculpturen","Burkina Faso","2"
"schilderingen","Burkina Faso","2"
"beeldsnijwerken","Mali","2"
"maskers (beeldhouwwerk)","Mali","2"
"gravures","Senegal","2"
"tekeningen","Senegal","2"
"foto's","Lesotho","2"
"schilderingen","Lomé","2"
"beelden","Kaya","2"
"gelatinenegatieven op acetaat","Ouagadougou","2"
"beeldengroepen","Malawi","2"
"positieven (beeldmateriaal)","Luxor","2"
"beelden","Ango","2"
"gelatinenegatieven op nitraat","Adis Abeba","2"
"olieverfschilderingen","Nairobi","2"
"gelatinenegatieven op acetaat","Nakuru","2"
"etsen (prenten)","West-Afrika","2"
"reliëfs","West-Afrika","2"
"kabinetfoto's","West-Afrika","2"
"beelden","Savé","2"
"kleurendia's","Foumban","2"
"medailles","Congo-gebied","2"
"positieven (beeldmateriaal)","Limpopo (rivier)","2"
"ontwikkelgelatinezilverdrukken","Cape of Good Hope","2"
"daglichtcollodiumzilverdrukken","Johannesburg","2"
"daglichtgelatinezilverdrukken","Johannesburg","2"
"beelden","Rustenburg","2"
"lichtdrukken","Zuidelijk Afrika","2"
"gravures","Zuidelijk Afrika","2"
"daglichtcollodiumzilverdrukken","Pretoria","2"
"kleurendia's","Bamako","2"
"krachtbeelden","Boma","2"
"ontwikkelgelatinezilverdrukken","Gabès (Tunesië)","2"
"gelatinenegatieven op nitraat","Hamer Koke","2"
"diapositieven","Metlaoui","2"
"kleurendia's","Tumbi","2"
"gelatinenegatieven op acetaat","Mopti","2"
"beelden","Nabeul","2"
"grafbeelden","Boma","2"
"beelden","Warsula","2"
"foto's","Noord-Nigeria","2"
"lithografieën (prenten)","Tombouctou","2"
"ontwikkelgelatinezilverdrukken","Chott el Jerid","2"
"foto's","Dakar","2"
"gelatinenegatieven op acetaat","Khenifra","2"
"figuren (voorstellingen)","Sanga","2"
"gelatinenegatieven op acetaat","Korhogo","2"
"schaalmodellen","Monrovia","2"
"negatieven","Irherm","2"
"lichtdrukken","Djenné","2"
"kleurendia's","Gharyan (plaats)","2"
"negatieven","Anti-Atlas","2"
"diapositieven","Gabès (Tunesië)","2"
"diapositieven","Douirat","2"
"gelatinenegatieven op acetaat","Férantéra","2"
"lichtdrukken","Noord-Nigeria","2"
"foto's","Buchanan","2"
"ontwikkelgelatinezilverdrukken","Goulmima","2"
"kleurendia's","Hun (Fezzan)","2"
"ontwikkelgelatinezilverdrukken","Oued Dadès","2"
"beelden","Toliara (provincie)","2"
"daglichtgelatinezilverdrukken","Pretoria","2"
"gelatinenegatieven op acetaat","Djenné","2"
"gelatinenegatieven op acetaat","Midden Atlas","2"
"gelatineplaatnegatieven","Agadir","2"
"beelden","Androka","2"
"gelatineplaatnegatieven","Oued Dadès","2"
"foto's","Greenville","2"
"beelden","Boma","2"
"foto's","Kairouan","2"
"ontwikkelgelatinezilverdrukken","Kebili","2"
"diapositieven","Kebili","2"
"beelden","Dikodougou","2"
"kleurendia's","Mwanza","2"
"gelatinenegatieven op acetaat","Grasland van Kameroen","2"
"gelatineplaatnegatieven","Midden Atlas","2"
"negatieven","Sidi Harazem","2"
"diapositieven","Moyale","2"
