"typeLabel","placeName","choCount"
"lantaarnplaatjes","Borobudur","14"
"ontwikkelgelatinezilverdrukken","Yos Sudarso-baai","14"
"voorouderbeelden","Nias Utara (regentschap)","14"
"gelatinenegatieven op acetaat","Wahai","14"
"foto's","Bian (rivier)","14"
"gelatinenegatieven op acetaat","Toba-meer","14"
"beelden","Kutai  Kartanegara (regentschap)","14"
"schilderingen","Jakarta","14"
"ontwikkelgelatinezilverdrukken","Kepulauan Seribu","14"
"daglichtgelatinezilverdrukken","Lebongdonok","14"
"cartes-de-visite (fotografische kaarten)","Hong Kong","14"
"positieven (beeldmateriaal)","Borneo","14"
"gelatinenegatieven op nitraat","Kargilik","14"
"gelatinenegatieven op acetaat","Marante","14"
"fotomechanische afdrukken","Dieng (plateau)","14"
"tekeningen","Banjarmasin (stadsgemeente)","14"
"beelden","Noord-India","14"
"foto's","Padang Panjang (stadsgemeente)","14"
"schilderijen","Batuan","14"
"daglichtgelatinezilverdrukken","Leles","14"
"foto's","Basra","14"
"gelatinenegatieven op acetaat","Ba'labakk","14"
"gelatinenegatieven op nitraat","Asahan (regentschap)","14"
"reliëfs","Borobudur","14"
"gelatinenegatieven op acetaat","Kotagede","14"
"gelatinenegatieven op acetaat","Pelabuhan Ratu","14"
"gelatinenegatieven op nitraat","Tariku (rivier)","14"
"foto's","Okaba","14"
"foto's","Moor (eilanden)","14"
"bisjpalen","Jow","14"
"korwars","Wandamen-baai","14"
"voorouderbeelden","Damar (eiland)","14"
"ontwikkelgelatinezilverdrukken","Boawae","14"
"ontwikkelgelatinezilverdrukken","Demak (regentschap)","14"
"daglichtgelatinezilverdrukken","Nias (eiland)","14"
"cartes-de-visite (fotografische kaarten)","Turkije","14"
"kleurendia's","Koeweit","14"
"albuminedrukken","Bangkok","14"
"foto's","Kuningan (regentschap)","14"
"foto's","Belawan","14"
"foto's","Labuhan Deli","14"
"daglichtgelatinezilverdrukken","Pionierbivak","14"
"schilderingen","Batuan","14"
"gelatinenegatieven op nitraat","Dal Lake","14"
"kleurendia's","Makassar","14"
"ontwikkelgelatinezilverdrukken","Waingapu","14"
"textielschilderingen","Shanghai","14"
"handrolschilderingen","Yangshuo","14"
"maquettes","Seram (eiland)","14"
"daglichtgelatinezilverdrukken","Singkep (eiland)","12"
"volksprenten","Istanbul","12"
"heliogravures","Tosari","12"
"ontwikkelgelatinezilverdrukken","Limpung","12"
"foto's","Prigen","12"
"beelden","Borobudur","12"
"kleurendia's","Saparua (eiland)","12"
"kleurendia's","Banjarnegara (regentschap)","12"
"albuminedrukken","Surakarta (stadsgemeente)","12"
"albuminedrukken (goudgetoond)","Padang (stadsgemeente)","12"
"gelatinenegatieven op nitraat","Surakarta (stadsgemeente)","12"
"beelden","Sanur","12"
"diapositieven","Jakarta","12"
"albuminedrukken (goudgetoond)","Payakumbuh (stadsgemeente)","12"
"schilderingen","Prambanan tempelcomplex","12"
"ontwikkelgelatinezilverdrukken","Kalumpang","12"
"gelatinenegatieven op acetaat","Iran","12"
"grafbeelden","Vietnam","12"
"foto's","Delhi (hoofdstadregio)","12"
"cartes-de-visite (fotografische kaarten)","Tblisi","12"
"ontwikkelgelatinezilverdrukken","Gowa (regentschap)","12"
"schaalmodellen","Ambon (eiland)","12"
"aquarellen","Semarang (regentschap)","12"
"ontwikkelgelatinezilverdrukken","Nusa Tenggara Timur (provincie)","12"
"foto's","Kalimantan Tengah (provincie)","12"
"potloodtekeningen","Bali","12"
"foto's","Bangli (regentschap)","12"
"beelden","Noord-Thailand","12"
"cartes-de-visite (fotografische kaarten)","Sri Lanka","12"
"acteursprenten","Japan","12"
"obans (prenten)","Nagasaki","12"
"kakemono's","China","12"
"positieven (beeldmateriaal)","Sulawesi Utara (provincie)","12"
"medailles","Aceh (provincie)","12"
"gelatineplaatnegatieven","Sulawesi","12"
"ontwikkelgelatinezilverdrukken","Lombok (eiland)","12"
"gelatinenegatieven op acetaat","Cikaobandung","12"
"foto's","Kotabaru","12"
"foto's","Pasilian Anyar","12"
"beelden","Singosari","12"
"godenbeelden","Kedu","12"
"albuminedrukken (goudgetoond)","Istanbul","12"
"daglichtgelatinezilverdrukken","Mendut","12"
"albuminedrukken","Serang (regentschap)","12"
"ontwikkelgelatinezilverdrukken","Pulau Morotai (regentschap)","12"
"gelatineplaatnegatieven","Mojokerto (regentschap)","12"
"diapositieven","Toba-meer","12"
"gelatinenegatieven op nitraat","Salatiga (stadsgemeente)","12"
"gelatinenegatieven op nitraat","Mulbekh","12"
"beelden","Noordwest-India","12"
"schilderingen","Nepal","12"
"prenten","Saudi-Arabië","12"
"gelatinenegatieven op nitraat","Kalimantan Barat (provincie)","12"
"tekeningen","Kalimantan Selatan (provincie)","12"
"lithografieën (prenten)","Jawa Tengah (provincie)","12"
"afgietsels","Jawa","12"
"verteldoeken","Bali","12"
"daglichtcollodiumzilverdrukken","Bali","12"
"positieven (beeldmateriaal)","Denpasar (stadsgemeente)","12"
"foto's","Ho Chi Minh","12"
"foto's","Shanxi","12"
"gelatinenegatieven op acetaat","Papua (Indonesië)","12"
"diptieken","Japan","12"
"albuminedrukken (goudgetoond)","Nagasaki","12"
"diapositieven","Sumatera Utara (provincie)","12"
"koppen (figuurvoorstellingen)","China","12"
"volksprenten","China","12"
"gelatineplaatnegatieven","Jambi (provincie)","12"
"ontwikkelgelatinezilverdrukken","Babar (eiland)","12"
"ontwikkelgelatinezilverdrukken","Pionierbivak","12"
"gelatineplaatnegatieven","Tanahmerah (Boven Digoel)","12"
"gelatinenegatieven op nitraat","Depsang (hoogvlakte)","12"
"gelatinenegatieven op nitraat","Sonamarg","12"
"daglichtgelatinezilverdrukken","Wendu","12"
"voorouderbeelden","Zuidwest-Papua","12"
"bisjpalen","Zuid-Papua","12"
"albuminedrukken (goudgetoond)","Solok (regentschap)","12"
"gelatinenegatieven op nitraat","Luwu (gebied)","12"
"ontwikkelgelatinezilverdrukken","Bengkulu (stadsgemeente)","12"
"cartes-de-visite (fotografische kaarten)","Kudus (regentschap)","12"
"ontwikkelgelatinezilverdrukken","Uttar Pradesh (deelstaat)","12"
"ontwikkelgelatinezilverdrukken","Madhya Pradesh (deelstaat)","12"
"gouaches (schilderingen)","India","12"
"foto's","Fuzhou","12"
"wandversieringen (beeldmateriaal)","Jawa","12"
"houtsnijwerk","Jawa","12"
"negatieven","DKI Jakarta (provincie)","12"
"foto's","Cebu","12"
"collodiumnegatieven","Bali","12"
"tekeningen","Badung (regentschap)","12"
"houtsneden","Tôkyô To","12"
"foto's","Hiroshima","12"
"koperdiepdrukken","Sumatera","12"
"beelden","Sulawesi","12"
"voorouderbeelden","Yos Sudarso-baai","12"
"foto's","Probolinggo (regentschap)","12"
"foto's","Batur","12"
"lichtdrukken","Dieng (plateau)","12"
"pentekeningen","Iran","12"
"ontwikkelgelatinezilverdrukken","Pekalongan (stadsgemeente)","12"
"positieven (beeldmateriaal)","Malang (stadsgemeente)","12"
"gelatineplaatnegatieven","Swart-vallei","12"
"ontwikkelgelatinezilverdrukken","Wakde (eiland)","12"
"kleurendia's","Jagaraga","12"
"foto's","Sawu (eiland)","12"
"gelatinenegatieven op acetaat","Pangalengan","12"
"foto's","Batutulis","12"
"miniaturen (schilderingen)","Gujarat (deelstaat)","12"
"platinadrukken","Baghdad","12"
"ontwikkelgelatinezilverdrukken","Poso (regentschap)","12"
"gelatineplaatnegatieven","Pasuruan (regentschap)","12"
"fotomechanische afdrukken","Semarang (regentschap)","12"
"positieven (beeldmateriaal)","Perean","12"
"beelden","Toba-meer","12"
"foto's","Banyuwangi","12"
"gelatinenegatieven op nitraat","Al Qatn","12"
"korwars","Numfor (eiland)","12"
"foto's","Zuidoost-Molukken","12"
"gelatinenegatieven op nitraat","Gandarbal","12"
"foto's","Kranggan","12"
"ontwikkelgelatinezilverdrukken","Indrapura","12"
"foto's","Tengger-gebergte","12"
"daglichtgelatinezilverdrukken","Buton (eiland)","12"
"lichtdrukken","Yogyakarta","12"
"ontwikkelgelatinezilverdrukken","Mekka","12"
"beeldsnijwerken","Sulawesi Tengah (provincie)","12"
"beelden","Zuidoost-Kalimantan","12"
"negatieven","Aru-eilanden","12"
"olieverfschilderingen","Malang (regentschap)","12"
"foto's","Kotagadang","12"
"gelatinenegatieven op nitraat","Al Mukalla","12"
"foto's","Sambas","12"
"ontwikkelgelatinezilverdrukken","Mindiptana","12"
"daglichtgelatinezilverdrukken","Manokwari (plaats)","12"
"daglichtcollodiumzilverdrukken","Hilismactanao","12"
"gedenkpenningen","Jakarta","12"
"fotomechanische afdrukken","Payakumbuh (stadsgemeente)","12"
"afweerbeelden","Samosir (eiland)","12"
"gelatinenegatieven op acetaat","Kotabaru","12"
"schilderingen","Bihar (deelstaat)","12"
"ontwikkelgelatinezilverdrukken","Azië","12"
"handrolschilderingen","Xiamen","12"
"ontwikkelgelatinezilverdrukken","Delhi (hoofdstadregio)","12"
"gelatineplaatnegatieven","Banten (provincie)","12"
"kleurendia's","Noordoost-Papua","12"
"gelatine zilverdrukken","Garut (regentschap)","12"
"gelatineplaatnegatieven","Pangalengan","12"
"platinadrukken","Istanbul","12"
"kleurendia's","Oksibil","12"
"kleurendia's","Pegunungan Bintang","12"
"voorouderbeelden","Omandesep","12"
"bisjpalen","Omandesep","12"
"nishiki-e","Tokyo","12"
"daglichtgelatinezilverdrukken","Mamberamo (rivier)","12"
"gelatinenegatieven op nitraat","Sabang","12"
"gelatinenegatieven op acetaat","Lio-gebied","12"
"stereofoto's","Toba-meer","12"
"daglichtgelatinezilverdrukken","Tejakula","12"
"kleurendia's","Agra","12"
"beelden","Mathura","12"
"prenten","Chennai","12"
"lichtdrukken","Payakumbuh (stadsgemeente)","12"
"fotomechanische afdrukken","Yogyakarta (stadsgemeente)","12"
"foto's","Berastagi","12"
"foto's","Kedu","12"
"daglichtgelatinezilverdrukken","Tokyo","12"
"daglichtgelatinezilverdrukken","Yoka","12"
"proeflappen","Cilacap (regentschap)","12"
"foto's","Salatiga (stadsgemeente)","12"
"negatieven","Salatiga (stadsgemeente)","12"
"foto's","Sumedang (regentschap)","12"
"daglichtgelatinezilverdrukken","Kintamani","12"
"gelatineplaatnegatieven","Sukawati","12"
"godenbeelden","Madurai","12"
"glasnegatieven","Nankow Pass","12"
"foto's","Maleisië","12"
"negatieven","Flores (eiland)","12"
"gelatinenegatieven op acetaat","Balochistan (provincie)","12"
"negatieven","Tapanuli Utara (regentschap)","12"
"figuren (voorstellingen)","Yogyakarta (stadsgemeente)","12"
"daglichtgelatinezilverdrukken","Ambon (eiland)","12"
"daglichtgelatinezilverdrukken","Blitar (regentschap)","12"
"ontwerptekeningen","Istanbul","12"
"voorouderpalen","Kekwa","12"
"gelatinenegatieven op acetaat","Doreh-baai","12"
"daglichtgelatinezilverdrukken","Tondano","12"
"koppen (figuurvoorstellingen)","Asmat (regentschap)","12"
"ontwikkelgelatinezilverdrukken","Singkarak-meer","12"
"foto's","Manado (stadsgemeente)","12"
"kleurenfoto's","Surakarta (stadsgemeente)","12"
"schaalmodellen","Palembang (stadsgemeente)","12"
"beelden","Tejakula","12"
"daglichtcollodiumzilverdrukken","Cirebon (stadsgemeente)","12"
"ontwikkelgelatinezilverdrukken","Chennai","12"
"gelatineplaatnegatieven","Batubulan","12"
"gelatinenegatieven op acetaat","Parepare (stadsgemeente)","12"
"beelden","Junwani","12"
"gelatineplaatnegatieven","Ngada (regentschap)","12"
"schilderingen","Gujarat (deelstaat)","12"
"altaarstukken","India","12"
"ontwikkelgelatinezilverdrukken","Istanbul","12"
"kalligrafie","Mekka","12"
"daglichtgelatinezilverdrukken","Linggarjati","12"
"gelatineplaatnegatieven","Kumbe (plaats)","12"
"kleurendia's","Tiom","12"
"ontwikkelgelatinezilverdrukken","Biak (eiland)","12"
"gelatineplaatnegatieven","Pionierbivak","12"
"gelatinenegatieven op nitraat","Cirebon (stadsgemeente)","12"
"beelden","Ubud","12"
"poppen (figuurvoorstellingen)","Krambitan","12"
"tekeningen","Tampaksiring","12"
"positieven (beeldmateriaal)","Indrapuri","12"
"gelatineplaatnegatieven","Nias (eiland)","12"
"daglichtgelatinezilverdrukken","Deli Serdang (regentschap)","12"
"gelatineplaatnegatieven","Malang (regentschap)","12"
"gelatinenegatieven op nitraat","Pasuruan (regentschap)","12"
"gelatineplaatnegatieven","Sukabumi (regentschap)","12"
"foto's","Cianjur (regentschap)","12"
"daglichtgelatinezilverdrukken","Delanggu","10"
"platinadrukken","Makassar","10"
"lantaarnplaatjes","Priangan","10"
"voorouderbeelden","Wetar (eiland)","10"
"potloodtekeningen","Mojokerto (regentschap)","10"
"koppen (figuurvoorstellingen)","Krambitan","10"
"miniaturen (schilderingen)","Ujjain","10"
"beelden","Batuan","10"
"kleurendia's","Jatiluhur","10"
"miniaturen (schilderingen)","West Bengal (deelstaat)","10"
"beelden","Shan","10"
"maskers (beeldhouwwerk)","Flores (eiland)","10"
"rolschilderingen","Vietnam","10"
"glasnegatieven","Rasht","10"
"digitale fotoafdrukken","Medan (stadsgemeente)","10"
"albuminedrukken (goudgetoond)","Medan (stadsgemeente)","10"
"gelatinenegatieven op acetaat","Tanah Datar (regentschap)","10"
"daglichtcollodiumzilverdrukken","Malang (regentschap)","10"
"stereofoto's","Jawa Timur (provincie)","10"
"schilderijen","Jawa Barat (provincie)","10"
"handrolschilderingen","Bali","10"
"gelatinenegatieven op nitraat","Karang Asem (regentschap)","10"
"daglichtgelatinezilverdrukken","Bangli (regentschap)","10"
"godenbeelden","Cambodja","10"
"poppen (figuurvoorstellingen)","Pakistan","10"
"foto's","Taiwan","10"
"chuban","Japan","10"
"ontwikkelgelatinezilverdrukken","China","10"
"korwars","Waigeo (eiland)","10"
"voorouderbeelden","Luang (eiland)","10"
"kleurendia's","Ürgüp","10"
"daglichtgelatinezilverdrukken","Merbabu (berg)","10"
"lithografieën (prenten)","Mumbai","10"
"gelatinenegatieven op acetaat","Lembeh (eiland)","10"
"kleurenlithografieën (prenten)","Longwai","10"
"foto's","Sibolga (stadsgemeente)","10"
"diapositieven","Parapat","10"
"gelatineplaatnegatieven","Boven-Digul (rivier)","10"
"bisjpalen","Deltagebied van Asewets-, Sirets- en Bets-rivieren","10"
"portretten","Merauke (plaats)","10"
"olieverfschilderingen","Okaba","10"
"beeldsnijwerken","Flamingo-baai","10"
"beelden","Puri","10"
"foto's","Sibau (rivier)","10"
"gelatinenegatieven op nitraat","Uttar Pradesh (deelstaat)","10"
"prenten","Iran","10"
"ontwikkelgelatinezilverdrukken","Maleisië","10"
"kleurendia's","Dar'a","10"
"positieven (beeldmateriaal)","Flores (eiland)","10"
"ontwikkelgelatinezilverdrukken","Pulau Pinang (deelstaat)","10"
"ontwikkelgelatinezilverdrukken","Zuidelijk Papua Barat","10"
"autotypieën","Jawa","10"
"gravures","Jawa","10"
"gelatine zilverdrukken","Myanmar","10"
"beeldengroepen","Japan","10"
"daruma-poppen","Japan","10"
"prenten","Nagasaki","10"
"cartes-de-visite (fotografische kaarten)","Sumatera Utara (provincie)","10"
"diapositieven","Sarawak","10"
"plaquettes (beeldmateriaal)","China","10"
"beeldsnijwerken","China","10"
"tekeningen","Sumatera Barat (provincie)","10"
"kleurendia's","Sumatera","10"
"beelden","Sumatera","10"
"positieven (beeldmateriaal)","Sulawesi","10"
"kleurendia's","Braza (rivier)","10"
"voorouderbeelden","Leti (eiland)","10"
"ontwikkelgelatinezilverdrukken","Makale (Tana Toraja)","10"
"ontwikkelgelatinezilverdrukken","Miyajima","10"
"diapositieven","Krakatau (eiland)","10"
"daglichtgelatinezilverdrukken","Digul (rivier)","10"
"gelatineplaatnegatieven","Sikka (regentschap)","10"
"gelatinenegatieven op nitraat","Besuki","10"
"boombastschilderingen","Yos Sudarso-baai","10"
"potloodtekeningen","Merauke (plaats)","10"
"gelatinenegatieven op acetaat","Bokondini (plaats)","10"
"daglichtcollodiumzilverdrukken","Banda Aceh (stadsgemeente)","10"
"gelatinenegatieven op nitraat","Ngawi (regentschap)","10"
"albuminedrukken (goudgetoond)","Yogyakarta (stadsgemeente)","10"
"wandversieringen (beeldmateriaal)","Kolkata","10"
"cartes-de-visite (fotografische kaarten)","Ternate (eiland)","10"
"godenbeelden","Kediri (regentschap)","10"
"albuminedrukken","Thailand","10"
"beelden","Chiang Mai","10"
"handrolschilderingen","Shanghai","10"
"koppen (figuurvoorstellingen)","Afghanistan","10"
"cartes-de-visite (fotografische kaarten)","Lampung (provincie)","10"
"kabinetfoto's","Indonesië","10"
"kleurendia's","Afghanistan","10"
"aquarellen","Jawa Tengah (provincie)","10"
"heiligenbeelden","Jawa","10"
"schilderingen","Jawa","10"
"ontwikkelgelatinezilverdrukken","Luzon","10"
"sculpturen","Bali","10"
"etsen (prenten)","Bali","10"
"gelatinenegatieven op acetaat","Karang Asem (regentschap)","10"
"daglichtgelatinezilverdrukken","Klungkung (regentschap)","10"
"voorstudies","Japan","10"
"okimono's","Japan","10"
"afweerbeelden","Sumatera Utara (provincie)","10"
"beelden","Sumatera Barat (provincie)","10"
"ontwikkelgelatinezilverdrukken","Jambi (provincie)","10"
"gelatinenegatieven op nitraat","Sawarna","10"
"stereofoto's","Parapat","10"
"foto's","Dampit","10"
"boombastschilderingen","Skoyambe","10"
"ontwikkelgelatinezilverdrukken","Yotefa-baai","10"
"gelatineplaatnegatieven","Boawae","10"
"achterglasschilderingen","Zuid-Bali","10"
"vruchtbaarheidspoppen","Krambitan","10"
"positieven (beeldmateriaal)","Ende (regentschap)","10"
"ontwikkelgelatinezilverdrukken","Batu Karang","10"
"kalligrafie","Iran","10"
"foto's","Xiamen","10"
"negatieven","Yogyakarta (provincie)","10"
"negatieven","Bima (regentschap)","10"
"negatieven","Padang (stadsgemeente)","10"
"ontwikkelgelatinezilverdrukken","Kepulauan Sula (regentschap)","10"
"ontwikkelgelatinezilverdrukken","Yoka","10"
"beelden","Zuid-India","10"
"godenbeelden","Buleleng","10"
"gelatinenegatieven op nitraat","Mathura","10"
"gelatinenegatieven op acetaat","Cililin","10"
"gelatineplaatnegatieven","Berastagi","10"
"kleurendia's","Batusangkar","10"
"kleurenlithografieën (prenten)","Mekka","10"
"kooldrukken","Hong Kong","10"
"foto's","Siem Reap (plaats)","10"
"miniaturen (schilderingen)","Zuid- en Zuidoost-Azië","10"
"ontwikkelgelatinezilverdrukken","Carey (eiland)","10"
"negatieven","Toba-meer","10"
"gelatinenegatieven op nitraat","Cepu","10"
"beeldsnijwerken","Yamna (eiland)","10"
"ontwikkelgelatinezilverdrukken","Agats","10"
"gelatineplaatnegatieven","Kudus (regentschap)","10"
"negatieven","Tegal (regentschap)","10"
"schilderijen","Sanur","10"
"positieven (beeldmateriaal)","Berastagi","10"
"gelatinenegatieven op nitraat","Tosari","10"
"kleurendia's","Al Kuwayt","10"
"gelatinenegatieven op acetaat","Flores (eiland)","10"
"gelatine zilverdrukken","Indonesië","10"
"foto's","Pidie (regentschap)","10"
"positieven (beeldmateriaal)","Bima (regentschap)","10"
"negatieven","Klaten (regentschap)","10"
"obans (prenten)","Tokyo","10"
"negatieven","Flores Timur (regentschap)","10"
"gelatineplaatnegatieven","Kalasan","10"
"daglichtcollodiumzilverdrukken","Prambanan","10"
"gelatinenegatieven op nitraat","Al Huraydah","10"
"gelatinenegatieven op nitraat","Wadi Yib'ath","10"
"ontwikkelgelatinezilverdrukken","Adonara (eiland)","10"
"ontwikkelgelatinezilverdrukken","Jatinegara","10"
"heliogravures","Surabaya (stadsgemeente)","10"
"afweerbeelden","Toba-meer","10"
"platinadrukken","Surakarta (stadsgemeente)","10"
"aquarellen","Amritsar","10"
"gelatine zilverdrukken","Lucknow","10"
"reliëfs","India","10"
"cartes-de-visite (fotografische kaarten)","Pusan","10"
"daglichtgelatinezilverdrukken","Singapore","10"
"gelatineplaatnegatieven","Zuid-Papua","10"
"positieven (beeldmateriaal)","Garut (regentschap)","10"
"foto's","Singgalang (berg)","10"
"gelatinenegatieven op acetaat","Jedda","10"
"ontwikkelgelatinezilverdrukken","Mansinam (eiland)","10"
"olieverfschilderingen","Merauke (regentschap)","10"
"beelden","Nias Barat (regentschap)","10"
"beelden","Yapen (eiland)","10"
"daglichtgelatinezilverdrukken","Kayu Puluh","10"
"beelden","Noordelijk Papua","10"
"collodiumnegatieven","Probolinggo (regentschap)","10"
"ontwikkelgelatinezilverdrukken","Munduk","10"
"collodiumnegatieven","Singaraja","10"
"beelden","Bihar (deelstaat)","10"
"reliëfs","Zuid-Azië","10"
"kleurendia's","Azarbayjan-west (provincie)","10"
"cartes-de-visite (fotografische kaarten)","Pasuruan (regentschap)","10"
"gelatineplaatnegatieven","Ambon (eiland)","10"
"ontwikkelgelatinezilverdrukken","Huta Ginjang","10"
"lithografieën (prenten)","Mekka","10"
"ontwikkelgelatinezilverdrukken","Sanggau","10"
"ontwikkelgelatinezilverdrukken","Al Mashhad","10"
"ontwikkelgelatinezilverdrukken","Bepondi (eiland)","10"
"albuminedrukken","Ternate (eiland)","10"
"gelatinenegatieven op nitraat","Singaraja","10"
"gelatineplaatnegatieven","Tejakula","10"
"gelatinenegatieven op nitraat","Praya","10"
"schilderingen","Tampaksiring","10"
"daglichtgelatinezilverdrukken","Plantungan","10"
"gelatine zilverdrukken","India","10"
"ontwikkelgelatinezilverdrukken","Guangzhou","10"
"afgietsels","Flores (eiland)","10"
"koperdiepdrukken","Singapore","10"
"koperdiepdrukken","Indonesië","10"
"positieven (beeldmateriaal)","Timor","10"
"ontwikkelgelatinezilverdrukken","Doberai-schiereiland","10"
"gelatineplaatnegatieven","Banyuwangi (regentschap) ","10"
"gelatineplaatnegatieven","Parapat","10"
"gelatineplaatnegatieven","Blambangan (schiereiland)","10"
"voorouderbeelden","Deltagebied van Asewets-, Sirets- en Bets-rivieren","10"
"foto's","Teluk Dalam","10"
"daglichtgelatinezilverdrukken","Pomats (rivier)","10"
"voorouderbeelden","Yamna (eiland)","10"
"daglichtgelatinezilverdrukken","Doreh-baai","10"
"gelatineplaatnegatieven","Ndona","10"
"ontwikkelgelatinezilverdrukken","Telo (eiland)","10"
"poppen (figuurvoorstellingen)","Surabaya (stadsgemeente)","10"
"gelatineplaatnegatieven","Manado (stadsgemeente)","10"
"gelatinenegatieven op nitraat","Kediri (regentschap)","10"
"stereofoto's","Pontianak (stadsgemeente)","10"
"gelatineplaatnegatieven","Padang Panjang (stadsgemeente)","10"
"gelatinenegatieven op acetaat","Trunyan","10"
"daglichtgelatinezilverdrukken","Kupang (regentschap)","10"
"gelatinenegatieven op acetaat","Aden","10"
"daglichtgelatinezilverdrukken","Balige","10"
"gelatinenegatieven op acetaat","Kotagadang","10"
"foto's","Sungai Puar","10"
"gelatineplaatnegatieven","Bangil","10"
"ontwikkelgelatinezilverdrukken","Bihar (deelstaat)","10"
"foto's","Azerbeidzjan","10"
"foto's","Shinchiku","10"
"beelden","Vietnam","10"
"lantaarnplaatjes","Colombo","10"
"negatieven","Asahan (regentschap)","10"
"diapositieven","Karo (regentschap)","10"
"negatieven","Seram (eiland)","10"
"tekeningen","Klaten (regentschap)","10"
"gelatinenegatieven op acetaat","Cianjur (regentschap)","10"
"gelatinenegatieven op acetaat","Lampong","10"
"daglichtgelatinezilverdrukken","Subang","10"
"ontwikkelgelatinezilverdrukken","Plered","10"
"lichtdrukken","Mumbai","10"
"daglichtcollodiumzilverdrukken","Sibolga (stadsgemeente)","10"
"foto's","Kabanjahe","10"
"etsen (prenten)","Borobudur","10"
"gelatinenegatieven op acetaat","Cisolok","10"
"ontwikkelgelatinezilverdrukken","Sambas","10"
"gelatinenegatieven op nitraat","Cisolok","10"
"voorouderbeelden","Nias (regentschap)","10"
"voorouderbeelden","Damar-eilanden","10"
"ontwikkelgelatinezilverdrukken","Korido","10"
"beelden","Trivandrum","10"
"daglichtgelatinezilverdrukken","Lamongan (regentschap)","10"
"gelatinenegatieven op acetaat","Jawa- Noordkust","10"
"schaalmodellen","Kutai Timur (regentschap)","10"
"daglichtgelatinezilverdrukken","Batur","10"
"beelden","Ngada (regentschap)","10"
"negatieven","Kupang (regentschap)","10"
"positieven (beeldmateriaal)","Tengger-gebergte","10"
"gelatinenegatieven op nitraat","Berastagi","10"
"positieven (beeldmateriaal)","Maluku","10"
"godenbeelden","Centraal-Tibet","10"
"nishiki-e","Fuji-san","10"
"negatieven","Simeulue (eiland)","10"
"ontwikkelgelatinezilverdrukken","Lombok Timur (regentschap)","10"
"positieven (beeldmateriaal)","Malang (regentschap)","10"
"gelatinenegatieven op nitraat","Mojokerto (regentschap)","10"
"beelden","Wlingi","8"
"gelatinenegatieven op nitraat","Qabr Hud","8"
"daglichtgelatinezilverdrukken","Sam Dumande","8"
"beeldsnijwerken","Yamdena (eiland)","8"
"voorouderbeelden","Wulur","8"
"gelatine zilverdrukken","Jakarta","8"
"gelatinenegatieven op acetaat","Singaraja","8"
"gelatine zilverdrukken","Darjiling","8"
"prenten","Sivakasi","8"
"gelatinenegatieven op acetaat","Berastagi","8"
"schilderingen","Zuid-Azië","8"
"daglichtgelatinezilverdrukken","Bengkulu (provincie)","8"
"ontwikkelgelatinezilverdrukken","Sumbawa (eiland)","8"
"ontwikkelgelatinezilverdrukken","Arbil","8"
"lichtdrukken","Deli Serdang (regentschap)","8"
"daglichtgelatinezilverdrukken","Temanggung (regentschap)","8"
"foto's","Majalengka (regentschap)","8"
"voorouderbeelden","Kalimantan","8"
"albuminedrukken","Jawa Tengah (provincie)","8"
"voorstellingen (beeldmateriaal)","Jawa","8"
"lichtdrukken","Bali","8"
"foto's","Denpasar (stadsgemeente)","8"
"beelden","Karang Asem (regentschap)","8"
"daglichtcollodiumzilverdrukken","Karang Asem (regentschap)","8"
"ontwikkelgelatinezilverdrukken","Tabanan (regentschap)","8"
"positieven (beeldmateriaal)","Klungkung (regentschap)","8"
"prenten","Sri Lanka","8"
"ontwikkelgelatinezilverdrukken","Nazareth","8"
"poppen (figuurvoorstellingen)","Japan","8"
"aquarellen","Nagasaki","8"
"ivoren (beeldhouwwerken)","China","8"
"beschermbeelden","China","8"
"daglichtgelatinezilverdrukken","Aceh (provincie)","8"
"foto's","Wahai","8"
"gelatinenegatieven op acetaat","Mamberamo (rivier)","8"
"ontwikkelgelatinezilverdrukken","Kamakura","8"
"foto's","Matur","8"
"ontwikkelgelatinezilverdrukken","Panjang","8"
"ontwikkelgelatinezilverdrukken","Donggala (regentschap)","8"
"beeldsnijwerken","Siberut (eiland)","8"
"gelatineplaatnegatieven","Sibolga (stadsgemeente)","8"
"gelatinenegatieven op acetaat","Pacet","8"
"gelatineplaatnegatieven","Naira (eiland)","8"
"daglichtgelatinezilverdrukken","Nduga (regentschap)","8"
"daglichtgelatinezilverdrukken","Skosai","8"
"daglichtgelatinezilverdrukken","Skoyambe","8"
"gelatinenegatieven op acetaat","Kepulauan Mentawai (regentschap)","8"
"foto's","Aceh Besar (regentschap)","8"
"daglichtgelatinezilverdrukken","Halmahera (eiland)","8"
"gelatineplaatnegatieven","Magelang (regentschap)","8"
"gelatinenegatieven op nitraat","Sleman (regentschap)","8"
"kleurendia's","Palembang (stadsgemeente)","8"
"gelatineplaatnegatieven","Kintamani","8"
"foto's","Centraal-Sumatera","8"
"tekeningen","Rote (eiland)","8"
"ontwikkelgelatinezilverdrukken","Rajasthan (deelstaat)","8"
"ontwikkelgelatinezilverdrukken","Jammu and Kashmir (deelstaat)","8"
"etsen (prenten)","India","8"
"grafsculpturen","Turkije","8"
"foto's","Jemen","8"
"albuminedrukken (goudgetoond)","Guangzhou","8"
"godenbeelden","Quanzhou","8"
"beelden","Pegu","8"
"cartes-de-visite (fotografische kaarten)","Zuidoost-Azië: vasteland","8"
"foto's","Qom","8"
"olieverfschilderingen","Zuidoost-Azië: Insulair","8"
